,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
12493,31705,Female,Loyal Customer,44,Personal Travel,Eco,846,4,5,4,2,4,4,5,1,1,4,1,3,1,5,0,0,1
12494,122515,Female,Loyal Customer,38,Personal Travel,Eco,930,2,5,2,5,1,2,1,1,4,4,4,4,5,1,1,15,0
12495,56842,Female,disloyal Customer,19,Business travel,Business,1605,4,4,4,5,1,4,1,1,5,5,5,3,4,1,5,0,1
12496,96419,Female,Loyal Customer,47,Business travel,Business,3770,2,2,2,2,3,4,4,5,5,5,5,5,5,4,22,10,1
12497,33991,Male,Loyal Customer,45,Business travel,Eco,1598,2,5,4,4,1,2,1,1,4,4,5,3,5,1,0,0,1
12498,21869,Male,Loyal Customer,22,Business travel,Business,2928,2,4,2,2,4,4,4,4,4,4,1,4,2,4,133,133,1
12499,32793,Female,Loyal Customer,39,Business travel,Business,163,1,1,1,1,1,3,4,1,1,1,1,3,1,3,0,0,0
12500,101863,Male,Loyal Customer,33,Business travel,Business,1747,2,2,2,2,4,4,4,4,3,3,4,3,5,4,17,0,1
12501,56332,Female,disloyal Customer,27,Business travel,Eco,200,3,1,3,3,2,3,2,2,4,5,3,2,4,2,0,0,0
12502,89413,Male,disloyal Customer,25,Business travel,Eco,134,3,3,3,4,5,3,2,5,3,2,4,1,3,5,0,0,0
12503,109368,Female,Loyal Customer,59,Business travel,Business,2241,3,3,3,3,5,3,4,3,3,3,3,2,3,2,0,0,0
12504,85748,Male,Loyal Customer,39,Business travel,Business,526,5,5,5,5,2,5,5,5,5,5,5,5,5,3,0,0,1
12505,52219,Male,Loyal Customer,36,Business travel,Business,509,5,5,5,5,3,5,4,5,5,5,5,2,5,4,14,5,1
12506,109833,Female,disloyal Customer,25,Business travel,Business,1011,2,0,2,4,1,2,1,1,5,5,4,5,4,1,34,25,0
12507,91484,Male,Loyal Customer,14,Personal Travel,Eco,859,2,4,2,3,5,2,3,5,5,2,5,5,4,5,0,0,0
12508,63879,Female,Loyal Customer,54,Business travel,Business,2741,1,1,1,1,3,5,4,5,5,5,5,5,5,4,0,0,1
12509,72749,Female,Loyal Customer,43,Business travel,Business,806,5,5,5,5,5,5,4,5,5,5,5,3,5,5,123,115,1
12510,65667,Male,disloyal Customer,14,Business travel,Eco,926,3,4,4,3,2,4,1,2,2,4,4,1,3,2,2,0,0
12511,80627,Male,disloyal Customer,40,Business travel,Business,282,4,4,4,1,3,4,5,3,4,3,5,5,4,3,0,0,1
12512,49826,Female,Loyal Customer,61,Business travel,Business,3254,1,4,4,4,3,4,4,1,1,1,1,3,1,4,0,0,0
12513,26500,Female,Loyal Customer,43,Business travel,Business,2089,5,5,2,5,2,3,1,4,4,4,4,2,4,3,0,0,1
12514,115703,Female,Loyal Customer,23,Business travel,Business,3231,2,5,5,5,2,2,2,2,1,5,3,3,3,2,119,107,0
12515,112084,Male,Loyal Customer,20,Personal Travel,Eco,1491,1,1,1,2,1,1,1,1,2,5,3,1,3,1,1,0,0
12516,68557,Male,Loyal Customer,34,Business travel,Business,2136,4,4,5,4,1,4,4,4,4,4,4,4,4,3,5,0,0
12517,90515,Female,Loyal Customer,40,Business travel,Business,250,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0,1
12518,114671,Male,disloyal Customer,39,Business travel,Business,337,3,3,3,2,3,3,3,3,5,4,5,3,5,3,0,0,0
12519,8659,Female,Loyal Customer,49,Business travel,Business,3825,4,4,4,4,5,4,4,5,5,5,5,5,5,3,0,3,1
12520,124564,Female,Loyal Customer,17,Personal Travel,Eco,453,1,4,1,3,3,1,5,3,4,3,3,4,3,3,0,0,0
12521,29502,Female,Loyal Customer,26,Personal Travel,Eco,1107,2,3,2,3,2,2,2,2,3,4,3,4,3,2,0,0,0
12522,13478,Male,Loyal Customer,41,Business travel,Business,3240,1,1,4,1,3,5,5,4,4,4,4,4,4,3,0,0,1
12523,64207,Male,Loyal Customer,13,Personal Travel,Eco,853,2,5,2,4,5,2,4,5,4,2,5,4,5,5,19,7,0
12524,74364,Female,disloyal Customer,26,Business travel,Business,1188,2,2,2,3,3,2,3,3,4,5,5,5,5,3,0,0,0
12525,97152,Male,disloyal Customer,23,Business travel,Eco,1211,3,3,3,1,2,3,2,2,4,3,4,1,1,2,0,0,0
12526,72004,Male,Loyal Customer,47,Business travel,Business,1440,5,5,5,5,3,4,4,3,3,3,3,3,3,5,0,2,1
12527,58921,Male,Loyal Customer,22,Personal Travel,Eco,888,2,5,2,5,3,2,1,3,5,3,2,3,4,3,44,41,0
12528,120125,Female,disloyal Customer,50,Business travel,Business,1576,3,3,3,2,1,3,1,1,5,2,5,5,4,1,49,43,0
12529,46434,Male,Loyal Customer,13,Personal Travel,Eco Plus,458,3,4,3,3,5,3,5,5,4,4,4,3,4,5,12,3,0
12530,3261,Female,Loyal Customer,57,Business travel,Business,2093,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0,1
12531,95080,Female,Loyal Customer,66,Personal Travel,Eco,239,3,4,3,2,5,4,4,5,5,3,1,4,5,3,0,0,0
12532,118169,Male,disloyal Customer,23,Business travel,Business,1444,5,0,5,1,4,0,4,4,3,3,5,4,5,4,13,0,1
12533,92148,Female,Loyal Customer,42,Business travel,Business,1535,3,3,3,3,4,5,5,4,4,4,4,4,4,4,6,0,1
12534,12741,Female,Loyal Customer,46,Personal Travel,Eco,721,2,5,2,2,2,4,4,4,4,2,4,4,4,3,0,7,0
12535,53421,Male,Loyal Customer,47,Business travel,Business,2288,3,3,4,3,4,4,1,4,4,4,4,5,4,4,46,34,1
12536,28591,Male,Loyal Customer,50,Business travel,Eco Plus,2607,5,1,1,1,5,5,5,5,4,3,4,1,1,5,11,0,1
12537,99027,Male,Loyal Customer,24,Business travel,Business,3497,1,1,3,1,4,4,4,4,4,5,4,3,4,4,1,0,1
12538,37084,Female,Loyal Customer,54,Business travel,Business,3718,3,5,5,5,5,3,3,3,3,3,3,4,3,3,78,80,0
12539,31224,Female,Loyal Customer,56,Business travel,Eco Plus,628,5,3,3,3,3,3,2,5,5,5,5,2,5,2,0,0,1
12540,51003,Male,Loyal Customer,53,Personal Travel,Eco,86,4,2,4,4,3,4,1,3,1,5,3,4,4,3,0,0,0
12541,126745,Male,Loyal Customer,24,Personal Travel,Eco,2370,5,4,5,4,3,5,3,3,2,2,4,1,4,3,12,0,1
12542,120710,Female,disloyal Customer,27,Business travel,Business,280,0,0,0,3,3,0,3,3,3,2,4,4,4,3,0,0,1
12543,92428,Female,Loyal Customer,44,Business travel,Business,2116,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0,1
12544,43579,Male,Loyal Customer,48,Personal Travel,Eco,1499,3,2,4,4,3,4,3,3,1,1,4,2,4,3,0,6,0
12545,56210,Male,Loyal Customer,47,Business travel,Business,1372,5,5,2,5,3,5,5,4,4,4,4,3,4,3,25,47,1
12546,93180,Female,Loyal Customer,19,Personal Travel,Eco,1075,3,5,2,3,2,4,4,5,2,4,5,4,3,4,157,139,0
12547,8995,Male,Loyal Customer,39,Business travel,Business,1905,0,0,0,3,2,2,2,5,5,5,4,2,5,2,202,186,1
12548,106823,Female,Loyal Customer,59,Business travel,Business,1488,2,3,3,3,1,4,3,2,2,2,2,1,2,4,5,40,0
12549,62290,Female,Loyal Customer,59,Business travel,Business,3130,1,1,1,1,5,5,5,5,5,4,5,4,5,4,0,0,1
12550,94364,Male,Loyal Customer,48,Business travel,Business,3380,1,1,1,1,3,4,5,5,5,5,5,4,5,5,51,50,1
12551,89228,Female,Loyal Customer,61,Personal Travel,Eco,1892,4,3,5,4,1,3,3,3,3,5,3,2,3,2,46,32,0
12552,3870,Female,Loyal Customer,57,Business travel,Business,290,4,5,4,4,2,5,5,5,5,5,5,5,5,5,15,21,1
12553,101004,Female,Loyal Customer,44,Business travel,Business,867,2,2,2,2,5,4,4,2,2,2,2,4,2,4,0,0,1
12554,85670,Female,disloyal Customer,18,Business travel,Business,903,0,0,0,3,4,0,4,4,5,5,5,4,5,4,0,0,1
12555,87133,Female,Loyal Customer,29,Personal Travel,Eco,645,3,4,3,1,3,3,3,3,5,5,4,3,4,3,0,0,0
12556,56589,Male,Loyal Customer,35,Business travel,Business,3942,1,2,2,2,2,4,4,1,1,1,1,3,1,3,0,0,0
12557,35947,Male,Loyal Customer,53,Business travel,Business,3533,3,4,4,4,5,3,3,3,3,3,3,2,3,1,0,0,0
12558,129719,Male,Loyal Customer,65,Business travel,Eco,337,3,4,4,4,3,3,3,3,3,4,4,4,3,3,50,36,0
12559,120729,Male,Loyal Customer,40,Business travel,Business,3635,3,3,3,3,3,4,5,2,2,2,2,3,2,4,13,32,1
12560,50502,Male,Loyal Customer,66,Personal Travel,Eco,109,5,3,5,3,3,5,1,3,2,4,2,3,5,3,0,0,1
12561,92920,Female,Loyal Customer,41,Business travel,Business,2213,4,5,5,5,4,4,3,4,4,4,4,1,4,1,1,0,0
12562,10888,Male,Loyal Customer,33,Business travel,Business,308,1,5,5,5,1,1,1,1,2,3,4,3,4,1,0,0,0
12563,120144,Male,Loyal Customer,30,Business travel,Business,1475,1,1,1,1,5,5,5,5,4,1,4,4,4,5,0,0,1
12564,123815,Female,Loyal Customer,55,Business travel,Business,2962,2,2,2,2,5,5,4,2,2,2,2,5,2,5,0,0,1
12565,7833,Female,Loyal Customer,61,Personal Travel,Eco,650,3,5,3,1,3,3,3,5,5,3,2,5,5,4,32,24,0
12566,1332,Female,Loyal Customer,47,Business travel,Business,2902,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,1
12567,118549,Male,Loyal Customer,41,Business travel,Business,451,1,1,1,1,4,4,4,2,2,2,2,3,2,4,0,0,1
12568,88358,Female,disloyal Customer,23,Business travel,Eco,545,4,5,3,3,2,3,2,2,5,3,5,5,4,2,0,0,1
12569,1597,Male,Loyal Customer,50,Personal Travel,Eco,140,1,4,1,2,1,1,1,1,3,4,5,1,4,1,0,2,0
12570,15390,Male,Loyal Customer,49,Business travel,Business,2377,5,5,5,5,2,3,3,4,4,4,4,5,4,4,5,1,1
12571,42413,Female,disloyal Customer,26,Business travel,Eco Plus,550,0,0,0,5,2,0,2,2,3,1,4,2,4,2,0,0,1
12572,89403,Female,Loyal Customer,43,Business travel,Eco,151,4,2,2,2,1,3,3,4,4,4,4,4,4,4,0,0,0
12573,15128,Female,Loyal Customer,25,Business travel,Eco,912,4,4,4,4,4,4,4,4,1,5,1,1,1,4,0,0,1
12574,42246,Female,disloyal Customer,48,Business travel,Eco,817,1,1,1,2,2,1,4,2,1,5,5,3,5,2,5,4,0
12575,25955,Male,Loyal Customer,23,Business travel,Business,946,1,1,1,1,4,4,4,4,1,1,4,4,3,4,2,0,1
12576,103999,Male,disloyal Customer,22,Business travel,Eco,1363,4,4,4,1,4,4,1,4,5,4,4,3,4,4,2,1,1
12577,25723,Female,Loyal Customer,39,Personal Travel,Eco,447,3,5,3,1,2,3,2,2,5,3,5,5,5,2,11,7,0
12578,81457,Male,Loyal Customer,25,Business travel,Business,528,3,3,3,3,5,5,5,5,4,3,4,4,5,5,0,0,1
12579,37068,Male,Loyal Customer,58,Business travel,Eco,1188,2,2,2,2,2,2,2,2,3,1,2,3,2,2,8,8,0
12580,99074,Male,Loyal Customer,40,Business travel,Business,453,2,5,5,5,3,3,3,2,2,2,2,4,2,1,4,0,0
12581,19695,Male,Loyal Customer,48,Business travel,Business,409,3,4,4,4,3,3,4,3,3,3,3,4,3,4,19,24,0
12582,90172,Female,Loyal Customer,21,Personal Travel,Eco,1084,3,5,3,4,4,3,4,4,5,5,4,3,5,4,5,11,0
12583,35896,Female,Loyal Customer,29,Business travel,Eco Plus,1065,2,3,3,3,2,2,2,2,3,3,4,2,3,2,0,0,0
12584,122400,Female,Loyal Customer,50,Business travel,Business,529,4,4,4,4,2,5,5,4,4,4,4,4,4,3,0,0,1
12585,78599,Female,Loyal Customer,42,Business travel,Business,2454,3,3,3,3,5,5,4,5,5,5,5,3,5,5,0,3,1
12586,37345,Male,Loyal Customer,72,Business travel,Eco,1069,2,4,4,4,2,2,2,2,4,2,2,2,2,2,0,0,0
12587,86427,Male,Loyal Customer,24,Business travel,Business,1778,2,1,1,1,2,2,2,2,3,3,4,1,3,2,39,22,0
12588,92722,Male,Loyal Customer,43,Business travel,Business,1276,2,2,3,2,4,4,5,4,4,4,4,5,4,5,0,0,1
12589,80893,Female,Loyal Customer,12,Personal Travel,Eco Plus,692,2,1,2,2,3,2,3,3,3,4,3,2,2,3,20,10,0
12590,99882,Male,disloyal Customer,34,Business travel,Eco,738,3,3,3,3,2,3,2,2,1,5,3,2,3,2,0,9,0
12591,102511,Female,Loyal Customer,51,Personal Travel,Eco,226,2,3,0,3,2,3,2,2,2,0,3,2,2,2,0,0,0
12592,100388,Male,Loyal Customer,63,Personal Travel,Eco,1011,4,5,4,3,1,4,1,1,5,1,5,3,3,1,0,0,1
12593,24858,Male,Loyal Customer,38,Business travel,Business,2769,1,1,1,1,2,4,3,5,5,5,5,3,5,3,13,2,1
12594,62737,Female,Loyal Customer,47,Business travel,Business,2447,1,3,3,3,1,1,1,1,3,2,3,1,3,1,0,44,0
12595,77757,Female,Loyal Customer,45,Business travel,Eco,731,5,2,2,2,2,1,1,4,4,5,4,4,4,5,4,0,1
12596,86893,Male,disloyal Customer,26,Business travel,Business,341,4,0,4,4,4,4,4,4,4,5,5,3,5,4,23,20,1
12597,25142,Male,Loyal Customer,13,Personal Travel,Eco,1249,3,2,3,4,5,3,1,5,2,1,4,3,4,5,0,0,0
12598,4961,Male,Loyal Customer,36,Personal Travel,Eco,931,4,4,4,3,5,4,5,5,4,3,5,4,5,5,0,16,1
12599,12264,Female,Loyal Customer,28,Business travel,Business,3475,2,2,2,2,5,5,4,5,3,5,1,3,1,5,59,59,1
12600,12137,Male,Loyal Customer,43,Business travel,Business,986,4,4,2,4,2,4,4,5,5,5,5,4,5,3,0,0,1
12601,113298,Female,Loyal Customer,51,Business travel,Business,3547,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0,1
12602,85666,Male,Loyal Customer,31,Business travel,Business,3224,1,5,5,5,1,2,1,1,2,3,4,1,4,1,2,0,0
12603,94180,Female,Loyal Customer,53,Business travel,Business,441,1,1,1,1,4,5,5,3,3,3,3,3,3,3,5,3,1
12604,49486,Female,Loyal Customer,46,Business travel,Business,109,2,2,2,2,2,1,3,3,3,4,5,2,3,5,18,16,1
12605,73127,Male,disloyal Customer,23,Business travel,Eco,1068,4,5,5,1,3,5,3,3,3,3,4,4,5,3,24,32,0
12606,44830,Female,Loyal Customer,25,Personal Travel,Eco,462,2,4,2,2,4,2,4,4,4,5,4,2,1,4,20,27,0
12607,85313,Female,Loyal Customer,60,Personal Travel,Eco,1282,1,4,1,1,5,4,5,4,4,1,4,4,4,5,0,0,0
12608,77638,Female,Loyal Customer,48,Business travel,Business,2591,1,1,2,1,2,4,5,5,5,5,5,5,5,3,0,0,1
12609,107853,Female,Loyal Customer,53,Business travel,Business,228,2,2,2,2,2,4,5,5,5,5,5,3,5,5,1,0,1
12610,68355,Female,Loyal Customer,51,Personal Travel,Eco,1598,0,4,0,3,4,4,5,5,5,0,5,4,5,4,0,3,1
12611,52038,Female,Loyal Customer,47,Business travel,Eco Plus,328,5,1,1,1,1,5,5,5,5,5,5,3,5,5,0,0,1
12612,48981,Female,Loyal Customer,43,Business travel,Eco,373,3,4,4,4,2,5,1,2,2,3,2,4,2,2,0,0,1
12613,53350,Male,Loyal Customer,50,Business travel,Eco,1452,5,3,3,3,4,5,4,4,1,4,4,2,2,4,0,0,1
12614,34657,Female,Loyal Customer,44,Business travel,Business,3885,5,5,5,5,3,4,4,4,4,5,4,4,4,4,0,0,1
12615,48258,Male,Loyal Customer,14,Personal Travel,Eco,414,3,4,3,3,3,4,2,1,3,4,4,2,1,2,141,129,0
12616,89780,Male,Loyal Customer,66,Personal Travel,Eco,944,1,2,1,3,1,1,1,1,1,4,4,4,4,1,0,0,0
12617,58834,Female,Loyal Customer,51,Business travel,Business,1120,3,3,3,3,2,5,4,4,4,4,4,5,4,4,12,4,1
12618,120526,Female,Loyal Customer,57,Business travel,Business,2531,2,5,5,5,1,4,4,4,4,4,2,4,4,1,1,0,0
12619,20338,Male,Loyal Customer,33,Business travel,Business,2175,5,5,5,5,5,5,5,5,1,5,3,3,2,5,6,18,1
12620,54028,Male,Loyal Customer,56,Business travel,Eco Plus,1091,4,4,1,4,4,4,4,4,2,4,1,2,5,4,1,0,1
12621,74688,Male,Loyal Customer,12,Personal Travel,Eco,1235,1,4,1,4,2,1,2,2,3,2,3,4,3,2,3,0,0
12622,21971,Female,Loyal Customer,35,Business travel,Eco,448,4,1,1,1,4,4,4,4,2,3,4,2,1,4,0,0,1
12623,21690,Male,disloyal Customer,18,Business travel,Eco,746,3,2,2,4,5,2,5,5,4,4,4,1,3,5,0,0,0
12624,49421,Male,Loyal Customer,32,Business travel,Business,109,0,4,0,5,4,4,4,4,3,4,1,1,3,4,0,0,1
12625,42784,Male,Loyal Customer,25,Business travel,Eco,1118,2,3,3,3,2,2,2,2,4,5,3,2,4,2,0,2,0
12626,19737,Female,Loyal Customer,45,Personal Travel,Eco,409,2,4,2,1,4,4,4,4,4,2,3,5,4,4,0,0,0
12627,80824,Male,Loyal Customer,60,Business travel,Business,2267,1,1,1,1,4,5,5,5,5,5,5,5,5,4,0,0,1
12628,28356,Male,Loyal Customer,44,Business travel,Eco Plus,867,4,3,3,3,4,4,4,4,4,3,2,4,2,4,311,319,1
12629,44755,Male,Loyal Customer,54,Personal Travel,Eco,589,1,4,1,2,1,1,1,1,4,2,4,5,5,1,8,0,0
12630,113552,Male,disloyal Customer,27,Business travel,Business,236,3,3,3,3,3,4,4,2,5,4,4,4,4,4,152,150,0
12631,67533,Male,Loyal Customer,59,Business travel,Business,1235,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,1
12632,102708,Male,Loyal Customer,60,Business travel,Business,3118,2,2,2,2,4,4,2,5,5,5,5,3,5,2,8,3,1
12633,118276,Male,disloyal Customer,26,Business travel,Business,639,4,4,4,5,2,4,2,2,4,4,5,3,4,2,26,22,0
12634,45402,Male,disloyal Customer,18,Business travel,Eco,649,4,0,4,3,4,4,4,4,3,5,2,1,1,4,52,40,1
12635,103124,Male,Loyal Customer,14,Personal Travel,Eco,460,1,4,1,2,5,1,4,5,4,2,5,5,5,5,29,25,0
12636,80481,Female,Loyal Customer,22,Personal Travel,Eco,1299,2,4,2,1,5,2,5,5,4,5,3,3,4,5,1,0,0
12637,30899,Female,Loyal Customer,45,Business travel,Business,2960,5,5,3,5,2,2,4,3,3,3,3,4,3,2,0,0,1
12638,36314,Male,disloyal Customer,39,Business travel,Eco,395,3,3,3,3,2,3,2,2,2,2,4,1,4,2,96,89,0
12639,16303,Female,Loyal Customer,33,Business travel,Business,628,5,5,5,5,4,2,3,5,5,4,5,4,5,3,0,1,1
12640,30169,Male,Loyal Customer,16,Personal Travel,Eco,183,2,5,2,3,3,2,3,3,4,5,5,3,4,3,0,0,0
12641,95347,Female,Loyal Customer,46,Personal Travel,Eco,189,1,2,1,3,3,2,3,1,1,1,1,3,1,3,0,0,0
12642,28917,Female,Loyal Customer,55,Business travel,Business,954,2,3,2,3,1,3,2,2,2,2,2,1,2,2,0,10,0
12643,37445,Female,Loyal Customer,50,Business travel,Eco,1076,4,3,3,3,1,4,2,4,4,4,4,2,4,3,19,0,1
12644,108165,Male,Loyal Customer,66,Personal Travel,Eco,1105,4,5,4,4,1,4,1,1,3,3,1,2,3,1,1,1,0
12645,117831,Male,Loyal Customer,56,Personal Travel,Eco,328,1,0,1,3,5,1,5,5,3,5,5,5,4,5,12,9,0
12646,112298,Male,Loyal Customer,25,Business travel,Business,1671,4,2,2,2,4,4,4,4,2,5,3,2,4,4,4,0,0
12647,22403,Male,Loyal Customer,54,Business travel,Eco,208,4,1,1,1,4,4,4,4,2,4,4,4,4,4,0,0,0
12648,61430,Female,Loyal Customer,51,Personal Travel,Business,2288,2,4,2,3,5,4,4,2,2,2,2,3,2,3,0,0,0
12649,35812,Male,Loyal Customer,47,Business travel,Business,1065,2,2,2,2,4,2,5,5,5,5,5,4,5,2,9,17,1
12650,33672,Male,Loyal Customer,26,Personal Travel,Eco Plus,399,2,4,0,4,3,0,3,3,1,4,3,3,4,3,8,36,0
12651,118494,Male,Loyal Customer,44,Business travel,Business,651,1,1,1,1,4,4,4,5,5,4,5,4,3,4,128,143,1
12652,13314,Female,Loyal Customer,69,Personal Travel,Eco,448,4,5,4,1,3,4,4,2,2,4,2,4,2,4,0,0,0
12653,53465,Male,Loyal Customer,41,Business travel,Eco,2419,5,4,4,4,5,5,5,3,2,3,4,5,2,5,1,4,1
12654,58424,Male,Loyal Customer,18,Business travel,Business,2829,2,3,3,3,2,2,2,2,3,5,4,2,4,2,0,0,0
12655,23897,Male,disloyal Customer,25,Business travel,Eco,589,0,0,0,3,5,0,5,5,2,2,5,5,2,5,0,0,1
12656,64771,Male,Loyal Customer,41,Business travel,Business,551,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0,1
12657,105910,Female,disloyal Customer,17,Business travel,Eco,283,2,4,1,3,1,1,1,1,4,4,4,4,3,1,0,0,0
12658,6263,Male,Loyal Customer,44,Business travel,Business,1543,4,4,4,4,3,4,4,3,3,4,3,5,3,4,0,0,1
12659,63196,Female,Loyal Customer,37,Business travel,Business,1778,5,5,5,5,4,4,4,5,5,5,5,4,5,3,3,0,1
12660,111552,Female,Loyal Customer,47,Business travel,Business,2817,1,1,1,1,5,5,5,5,5,4,5,3,5,5,54,61,1
12661,90123,Male,Loyal Customer,41,Business travel,Business,1635,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0,0,1
12662,3389,Female,Loyal Customer,37,Business travel,Business,3213,1,4,4,4,1,4,3,1,1,1,1,3,1,2,0,25,0
12663,30283,Male,Loyal Customer,33,Business travel,Eco Plus,1024,5,3,3,3,5,5,5,5,2,2,3,1,1,5,2,0,1
12664,42302,Male,Loyal Customer,33,Personal Travel,Eco,462,4,5,4,3,4,4,4,4,5,3,5,5,5,4,28,15,1
12665,31774,Male,Loyal Customer,25,Personal Travel,Eco,602,4,5,4,2,4,4,4,4,5,1,3,1,2,4,1,0,0
12666,86158,Female,Loyal Customer,40,Business travel,Business,2439,3,3,3,3,2,4,5,5,5,4,5,4,5,4,73,69,1
12667,92163,Female,Loyal Customer,59,Personal Travel,Business,1979,2,1,2,3,2,4,3,2,2,2,3,3,2,3,0,0,0
12668,97291,Male,disloyal Customer,24,Business travel,Eco,872,4,4,4,1,3,4,3,3,5,5,4,4,5,3,27,27,0
12669,101015,Male,Loyal Customer,53,Business travel,Business,3979,2,2,4,4,1,3,3,2,2,2,2,2,2,1,95,74,0
12670,39773,Female,Loyal Customer,31,Business travel,Business,2519,4,4,5,4,2,2,2,2,1,2,3,3,4,2,4,0,1
12671,85509,Male,Loyal Customer,28,Personal Travel,Eco,332,2,5,2,1,2,2,2,2,3,2,5,5,5,2,14,8,0
12672,127067,Male,disloyal Customer,17,Business travel,Eco,370,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0,0,1
12673,87418,Female,Loyal Customer,43,Personal Travel,Eco,425,1,4,1,3,1,2,4,5,5,1,5,4,5,3,0,0,0
12674,29202,Male,Loyal Customer,13,Personal Travel,Eco Plus,978,2,4,2,3,2,2,1,2,4,3,4,4,4,2,0,0,0
12675,6533,Male,Loyal Customer,56,Business travel,Business,2432,4,4,4,4,5,4,4,4,4,4,4,5,4,3,20,19,1
12676,48794,Female,disloyal Customer,39,Business travel,Business,199,2,2,2,4,5,2,5,5,2,2,4,1,4,5,62,59,0
12677,36382,Male,Loyal Customer,46,Personal Travel,Eco,200,4,2,4,2,5,4,5,5,1,4,2,2,3,5,0,0,1
12678,90217,Male,Loyal Customer,54,Personal Travel,Eco,1145,2,2,1,4,4,1,5,4,4,5,2,2,4,4,21,12,0
12679,108939,Male,Loyal Customer,45,Personal Travel,Eco,1066,1,2,1,4,3,1,3,3,1,2,3,1,4,3,18,15,0
12680,128019,Female,Loyal Customer,43,Business travel,Business,1440,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0,1
12681,10071,Female,Loyal Customer,36,Business travel,Business,2196,3,4,5,4,3,4,3,3,3,3,3,3,3,3,29,32,0
12682,5285,Female,Loyal Customer,63,Personal Travel,Eco,351,1,5,1,3,2,4,4,2,2,1,4,3,2,4,11,12,0
12683,12882,Male,disloyal Customer,40,Business travel,Eco,563,5,2,5,1,4,5,4,4,3,3,3,2,3,4,77,79,1
12684,53806,Female,Loyal Customer,33,Business travel,Eco,191,4,3,3,3,4,4,4,4,4,4,4,5,1,4,0,0,1
12685,88131,Female,Loyal Customer,50,Business travel,Business,3221,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,17,1
12686,46624,Male,Loyal Customer,41,Business travel,Business,2061,1,1,4,1,4,3,3,5,5,5,3,4,5,2,0,0,1
12687,1832,Female,Loyal Customer,48,Personal Travel,Eco,408,0,2,0,4,5,4,4,4,4,0,4,4,4,3,0,0,1
12688,64856,Male,Loyal Customer,56,Business travel,Business,3836,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,0,1
12689,31797,Female,Loyal Customer,45,Personal Travel,Eco,2640,4,4,4,3,2,4,5,4,4,4,3,4,4,4,0,,0
12690,26532,Female,Loyal Customer,33,Business travel,Eco,990,4,5,5,5,4,4,4,4,2,3,2,4,2,4,6,8,0
12691,109406,Male,Loyal Customer,12,Personal Travel,Eco Plus,1046,1,4,1,1,3,1,3,3,5,4,5,5,5,3,24,11,0
12692,65677,Male,Loyal Customer,15,Personal Travel,Eco,1021,4,3,4,3,3,4,3,3,3,1,4,2,3,3,53,49,1
12693,41782,Male,Loyal Customer,49,Personal Travel,Eco,508,3,4,3,5,5,3,5,5,5,3,5,5,5,5,0,8,0
12694,91291,Male,Loyal Customer,34,Business travel,Business,2664,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,1
12695,24910,Female,Loyal Customer,24,Business travel,Business,1505,1,1,1,1,5,5,5,5,4,4,2,2,1,5,4,0,1
12696,63303,Male,Loyal Customer,47,Business travel,Business,2292,2,5,5,5,4,3,4,2,2,2,2,3,2,2,5,0,0
12697,51501,Male,Loyal Customer,27,Business travel,Business,370,4,4,4,4,4,4,4,4,5,1,5,3,3,4,88,105,1
12698,1173,Female,Loyal Customer,29,Personal Travel,Eco,164,2,5,2,4,1,2,1,1,3,2,4,4,5,1,0,0,0
12699,6093,Female,Loyal Customer,16,Personal Travel,Eco Plus,691,2,4,1,4,2,1,2,2,3,2,5,4,5,2,0,0,0
12700,61108,Male,Loyal Customer,25,Personal Travel,Eco,1709,3,4,4,5,1,4,1,1,2,3,5,3,1,1,0,5,0
12701,41728,Male,Loyal Customer,23,Business travel,Business,3694,2,2,3,2,4,4,4,4,1,3,2,2,3,4,0,0,1
12702,128832,Male,Loyal Customer,31,Business travel,Business,2586,3,3,3,3,5,5,5,1,1,4,5,5,4,5,1,18,1
12703,4210,Female,Loyal Customer,50,Business travel,Eco,888,2,4,1,1,5,3,4,1,1,2,1,1,1,3,6,0,0
12704,79533,Male,Loyal Customer,25,Business travel,Business,3142,4,4,4,4,4,4,4,4,4,4,5,5,5,4,0,0,1
12705,121250,Male,Loyal Customer,57,Business travel,Business,2075,4,4,4,4,3,4,4,4,4,2,3,4,1,4,0,41,0
